,title,link,hood,price
341,2 bed 1bath Duplex in Clearlake,https://sfbay.craigslist.org/nby/apa/d/2-bed-1bath-duplex-in/6558744902.html,(lake county),$1150
342,"♥ Spacious apartments in Petaluma, Business center, Laundry Facilities",https://sfbay.craigslist.org/nby/apa/d/spacious-apartments-in/6564047403.html,,$2470
343,Custom Everything,https://sfbay.craigslist.org/nby/apa/d/custom-everything/6568961863.html,(rohnert pk / cotati),$2285
344,Rental for a Nature/Architecture Lover,https://sfbay.craigslist.org/nby/apa/d/rental-for-nature/6568957335.html,(mill valley),$11000
345,Furnished Studio - Great Monthly Rates!,https://sfbay.craigslist.org/nby/apa/d/furnished-studio-great/6568931413.html,(san rafael),$2959
346,"♥ Apartments In the heart of Petaluma, Fireplaces, Club House",https://sfbay.craigslist.org/nby/apa/d/apartments-in-the-heart-of/6566920843.html,,$2429
347,"Scenic View, Faux Wood Flooring, Dishwasher",https://sfbay.craigslist.org/nby/apa/d/scenic-view-faux-wood/6559321569.html,(novato),$2800
348,"Central Heat and Air Conditioning, Granite Countertops, Carpeting",https://sfbay.craigslist.org/nby/apa/d/central-heat-and-air/6559529733.html,(novato),$2650
349,"❄ Petaluma apartment for rent, Club House, Spacious Patio or Balcony",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-for-rent/6566995775.html,,$2429
350,"❄ Beautiful Petaluma apartments, Dog Park & Washing Center, Fire pit",https://sfbay.craigslist.org/nby/apa/d/beautiful-petaluma-apartments/6564091767.html,,$2020
351,"Community BBQ, Modern Mirrored Wardrobe Doors, Crown Molding",https://sfbay.craigslist.org/nby/apa/d/community-bbq-modern-mirrored/6559578578.html,(novato),$2570
352,Updated One Bedroom in Tiburon,https://sfbay.craigslist.org/nby/apa/d/updated-one-bedroom-in-tiburon/6568876744.html,(tiburon / belvedere),$2625
353,Top floor 1BR with Panoramic Views,https://sfbay.craigslist.org/nby/apa/d/top-floor-1br-with-panoramic/6568875504.html,(tiburon / belvedere),$2800
354,Upper level studio+ available in lush garden setting,https://sfbay.craigslist.org/nby/apa/d/upper-level-studio-available/6568874760.html,(mill valley),$1800
355,"♥ Apartments in Petaluma, Basketball Court, Club House",https://sfbay.craigslist.org/nby/apa/d/apartments-in-petaluma/6564156070.html,,$2494
356,"Available Now, Spacious 4Bed/3Bath House for Rent on Fabulous St",https://sfbay.craigslist.org/nby/apa/d/available-now-spacious-4bed/6568872155.html,(Sonoma),$4295
357,"Available NOW, Spacious 4Bed/3Bath House for Rent, Call",https://sfbay.craigslist.org/nby/apa/d/available-now-spacious-4bed/6568871903.html,(Sonoma),$4295
358,Great Remodeled 4 Bed/3 Bath House for Rent Available NOW,https://sfbay.craigslist.org/nby/apa/d/great-remodeled-4-bed-3-bath/6568871626.html,(Sonoma),$4295
359,"Sweet & Unique 2 Bedroom Sonoma House for Rent, Available Now",https://sfbay.craigslist.org/nby/apa/d/sweet-unique-2-bedroom-sonoma/6568870974.html,(Sonoma),$2795
360,UPDATED APARTMENT IN A SMALL COMPLEX - PETS NEGOTIABLE,https://sfbay.craigslist.org/nby/apa/d/updated-apartment-in-small/6567128237.html,(san rafael),$2650
361,GORGEOUS HOME WITH AMAZING VIEWS - INCLUDES IN-LAW UNIT,https://sfbay.craigslist.org/nby/apa/d/gorgeous-home-with-amazing/6562803609.html,(mill valley),$8000
362,Comfortable 3bd/2ba house in West Santa Rosa,https://sfbay.craigslist.org/nby/apa/d/comfortable-3bd-2ba-house-in/6568863470.html,(santa rosa),$2450
363,"3 BED/2.5 BATH newer house in NW Santa Rosa, Ideal Family house",https://sfbay.craigslist.org/nby/apa/d/3-bed-25-bath-newer-house-in/6568862616.html,(santa rosa),$2695
364,"Washer/Dryer, Cathedral Ceilings, Spacious Walk-In Closet",https://sfbay.craigslist.org/nby/apa/d/washer-dryer-cathedral/6555670848.html,(novato),$2885
365,"☀ Petaluma apartment for rent, Warm Firepit, Spa",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-for-rent/6564645311.html,,$2494
366,Why Live in an Apartment??? HOUSE With LRG Bonus Room/Fenced Backyard,https://sfbay.craigslist.org/nby/apa/d/why-live-in-an-apartment/6559633277.html,(san rafael),$3600
367,Contractor needed house remodel exchange low rent,https://sfbay.craigslist.org/nby/apa/d/contractor-needed-house/6557850263.html,(russian river),$750
368,1 Bedroom in Penngrove. Includes Utilities,https://sfbay.craigslist.org/nby/apa/d/1-bedroom-in-penngrove/6565037659.html,(petaluma),$1370
369,"❄ Apartment Available in Petaluma, Spacious Patio or Balcony, Fire pit",https://sfbay.craigslist.org/nby/apa/d/apartment-available-in/6567001705.html,,$2020
370,House for Rent,https://sfbay.craigslist.org/nby/apa/d/house-for-rent/6556210990.html,(lake county),$1300
371,Newly Remodeled Spacious One Bedroom In-Law Fully Furnished For Rent,https://sfbay.craigslist.org/nby/apa/d/newly-remodeled-spacious-one/6568843148.html,(petaluma),$2700
372,Sausalito 4 bedroom home w/ VIEWS - furnished or unfurnished,https://sfbay.craigslist.org/nby/apa/d/sausalito-4-bedroom-home/6568842749.html,(sausalito),$9500
373,Perfect Location For This Sweet Townhome! Ready NOW!,https://sfbay.craigslist.org/nby/apa/d/perfect-location-for-this/6555839983.html,(petaluma),$2399
374,We've Got A VERY Special 1x1 Available Soon!,https://sfbay.craigslist.org/nby/apa/d/weve-got-very-special-1x1/6555838183.html,(petaluma),$1999
375,Step Into A Spacious 2x1 With Picturesque Hillsides!,https://sfbay.craigslist.org/nby/apa/d/step-into-spacious-2x1-with/6555838871.html,(novato),$2649
376,With An Easy Commute And Gorgeous Surrounding Hillsides.....,https://sfbay.craigslist.org/nby/apa/d/with-an-easy-commute-and/6543757797.html,(novato),$2649
377,House for rent/work exchange,https://sfbay.craigslist.org/nby/apa/d/house-for-rent-work-exchange/6568839641.html,(fairfax),$2500
378,GORGEOUS SINGLE LEVEL HOME,https://sfbay.craigslist.org/nby/apa/d/gorgeous-single-level-home/6566236230.html,(novato),$3800
379,Fantastic Townhouse      EZ Commute,https://sfbay.craigslist.org/nby/apa/d/fantastic-townhouse-ez-commute/6568834063.html,(mill valley),$3600
380,Luxury Penthouse Condo with Fabulous Views - 3BR/2BA,https://sfbay.craigslist.org/nby/apa/d/luxury-penthouse-condo-with/6559675682.html,(tiburon / belvedere),$4900
381,Room for Rent in Santa Rosa near JC ($781),https://sfbay.craigslist.org/nby/apa/d/room-for-rent-in-santa-rosa/6568831055.html,(santa rosa),$781
382,PRIVATE ONE BEDROOM DUPLEX WITH ATTACHED GARAGE.,https://sfbay.craigslist.org/nby/apa/d/private-one-bedroom-duplex/6568827365.html,(santa rosa),$1500
383,Spring into this 3 BR / 3 BA home,https://sfbay.craigslist.org/nby/apa/d/spring-into-this-3-br-3-ba/6568826546.html,(santa rosa),$2475
384,Napa Family Home in Oak Knoll District,https://sfbay.craigslist.org/nby/apa/d/napa-family-home-in-oak-knoll/6544676268.html,(napa county),$30000
385,"֍ Spacious apartments in Petaluma, On-site Maintenance, Soccer Court",https://sfbay.craigslist.org/nby/apa/d/spacious-apartments-in/6567012189.html,,$2429
386,"Stainless Steel Appliances, Washer/Dryer, Crown Molding",https://sfbay.craigslist.org/nby/apa/d/stainless-steel-appliances/6563214681.html,(novato),$2850
387,2br / 1ba - Apartment - 2425 Corby Avenue #7,https://sfbay.craigslist.org/nby/apa/d/2br-1ba-apartment-2425-corby/6562378066.html,(santa rosa),$1500
388,2br / 1ba - Apartment - 6401 Montecito Blvd. #28,https://sfbay.craigslist.org/nby/apa/d/2br-1ba-apartment-6401/6556450004.html,(santa rosa),$1550
389,3br / 2ba + Office - House - 487 Country Club Drive,https://sfbay.craigslist.org/nby/apa/d/3br-2ba-office-house-487/6558696861.html,(santa rosa),$4000
390,2br / 1ba - Fourplex - 732 Beaver Street #B,https://sfbay.craigslist.org/nby/apa/d/2br-1ba-fourplex-732-beaver/6560434993.html,(santa rosa),$1600
391,3br / 2ba - House + Stables + Pasture - 528 Irwin Lane,https://sfbay.craigslist.org/nby/apa/d/3br-2ba-house-stables-pasture/6554010108.html,(santa rosa),$3500
392,3br / 2.5ba - House - 1129 Hailey Court,https://sfbay.craigslist.org/nby/apa/d/3br-25ba-house-1129-hailey/6558194063.html,(rohnert pk / cotati),$2750
393,1br / 1ba - Apartment - 7940 Bodega Avenue #23,https://sfbay.craigslist.org/nby/apa/d/1br-1ba-apartment-7940-bodega/6560426628.html,(sebastopol),$1400
394,2br / 1ba - Fourplex - 222 Arlen Drive,https://sfbay.craigslist.org/nby/apa/d/2br-1ba-fourplex-222-arlen/6559239903.html,(rohnert pk / cotati),$1650
395,$1795 / 1BD/1BA - Pool - Laundry - Storage - Parking,https://sfbay.craigslist.org/nby/apa/d/1795-1bd-1ba-pool-laundry/6562340475.html,(san rafael),$1795
396,Sausalito Studio apartment,https://sfbay.craigslist.org/nby/apa/d/sausalito-studio-apartment/6568814228.html,(sausalito),$1520
397,Alta Heights Apt.  Napa,https://sfbay.craigslist.org/nby/apa/d/alta-heights-apt-napa/6568812757.html,(napa county),$1725
398,Studio available in lush garden setting,https://sfbay.craigslist.org/nby/apa/d/studio-available-in-lush/6568805836.html,(mill valley),$1800
399,"Furnished price 2 blocks from the JC - Cute 3 bedroom, 2bath home",https://sfbay.craigslist.org/nby/apa/d/furnished-price-2-blocks-from/6568805244.html,(santa rosa),$4200
400,"3060 Lake County Hwy, Calistoga",https://sfbay.craigslist.org/nby/apa/d/3060-lake-county-hwy-calistoga/6564448986.html,(napa county),$3150
401,Recently Renovated Large 1BR Apt For Rent in San Anselmo!,https://sfbay.craigslist.org/nby/apa/d/recently-renovated-large-1br/6568803793.html,(san anselmo),$2200
402,"2046 S Terrace Dr, Napa",https://sfbay.craigslist.org/nby/apa/d/2046-terrace-dr-napa/6562736072.html,(napa county),$3500
403,"Furnished 3 Bed, 2 Bath Remodeled Home in Quite Country Neighborhood!",https://sfbay.craigslist.org/nby/apa/d/furnished-3-bed-2-bath/6561071386.html,(Glen Ellen),$3495
404,Quintessential Mill Valley ~ Walking Distance to The Heart of Town,https://sfbay.craigslist.org/nby/apa/d/quintessential-mill-valley/6557805532.html,(mill valley),$2400
405,Beautiful 1BR available with water views!!,https://sfbay.craigslist.org/nby/apa/d/beautiful-1br-available-with/6568788548.html,(tiburon / belvedere),$2800
406,"► Spacious apartments in Petaluma, Warm Firepit, Fitness Facility",https://sfbay.craigslist.org/nby/apa/d/spacious-apartments-in/6567045259.html,,$2020
407,Apartment for rent.,https://sfbay.craigslist.org/nby/apa/d/apartment-for-rent/6568789634.html,(fairfax),$2300
408,**2 BR/2BA Spacious Apartment in Rohnert Park.   Close to SSU!,https://sfbay.craigslist.org/nby/apa/d/2-br-2ba-spacious-apartment/6568777429.html,(rohnert pk / cotati),$1900
409,Beautiful Duplex/Private/Spacious Back Yard,https://sfbay.craigslist.org/nby/apa/d/beautiful-duplex-private/6568765673.html,(petaluma),$2800
410,"Washer/Dryer, Carpeting, Designer Interior Features",https://sfbay.craigslist.org/nby/apa/d/washer-dryer-carpeting/6563128755.html,(novato),$2800
411,"֍ Apartment Available in Petaluma, Play Area, Oversized Closets",https://sfbay.craigslist.org/nby/apa/d/apartment-available-in/6567045234.html,,$2334
412,4 Bedroom Home in G Section Available May 5th or sooner.....,https://sfbay.craigslist.org/nby/apa/d/4-bedroom-home-in-section/6568748160.html,(rohnert pk / cotati),$2700
413,Beautiful 3 Bedroom Home in Sonoma,https://sfbay.craigslist.org/nby/apa/d/beautiful-3-bedroom-home-in/6558227476.html,(sonoma),$3000
414,Santa Rosa Townhouse- Casa Del Sol,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-townhouse-casa-del/6568743778.html,(santa rosa),$2150
415,"**2 bedroom upstairs apartment, 55 years old and older**",https://sfbay.craigslist.org/nby/apa/d/2-bedroom-upstairs-apartment/6568743389.html,(santa rosa),$1775
416,Stunning and Unique...2 Bed/1.5 Bath Townhome with Garage,https://sfbay.craigslist.org/nby/apa/d/stunning-and-unique2-bed-15/6564307242.html,(santa rosa),$2600
417,Full Kitchen IN-LAW Unit on Ground Floor with Seperated Entrance,https://sfbay.craigslist.org/nby/apa/d/full-kitchen-in-law-unit-on/6568739722.html,(sausalito),$2000
418,"High Ceilings, Pool Side Community BBQ, Inviting Clubhouse",https://sfbay.craigslist.org/nby/apa/d/high-ceilings-pool-side/6568734125.html,,$2375
419,"Central Heat and Air Conditioning, Large Walk In Closets, Garage",https://sfbay.craigslist.org/nby/apa/d/central-heat-and-air/6568733433.html,,$2020
420,"Granite Countertops, Modern Mirrored Wardrobe Doors, Community BBQ",https://sfbay.craigslist.org/nby/apa/d/granite-countertops-modern/6568729814.html,(novato),$2210
421,Sleepy Hollow - San Anselmo - Private Beautiful Home,https://sfbay.craigslist.org/nby/apa/d/sleepy-hollow-san-anselmo/6562680778.html,(san anselmo),$4600
422,**Amazing Modern Sausalito View House for rent - 3BR/3.5BA,https://sfbay.craigslist.org/nby/apa/d/amazing-modern-sausalito-view/6566243312.html,(sausalito),$19500
423,"1 Month Free! Corner Apartment, Pool, BBQ!!! ~ Live at TAM RIDGE",https://sfbay.craigslist.org/nby/apa/d/1-month-free-corner-apartment/6568721521.html,(corte madera),$3900
424,"♥ Petaluma Apartment Living, Spacious Patio or Balcony, Club House",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-living/6564645941.html,,$2334
425,"Media Room, Public Transportation, Sparkling Swimming Pool",https://sfbay.craigslist.org/nby/apa/d/media-room-public/6566924305.html,,$2070
426,"VERY CUTE 3 BEDROOM, 2 BATH HOUSE, WITH LARGE PRIVATE FENCED YARD",https://sfbay.craigslist.org/nby/apa/d/very-cute-3-bedroom-2-bath/6568714781.html,(sonoma),$3000
427,"Scenic View, Dishwasher, 24 Hour Emergency Call Center",https://sfbay.craigslist.org/nby/apa/d/scenic-view-dishwasher-24/6568713650.html,(novato),$3020
428,Immaculate and Beautiful Home in Sunny Woodacre,https://sfbay.craigslist.org/nby/apa/d/immaculate-and-beautiful-home/6563939896.html,(west marin),$4250
429,Darling 2 Bedroom 1 Bathroom Duplex Cottage in Sunny Mill Valley,https://sfbay.craigslist.org/nby/apa/d/darling-2-bedroom-1-bathroom/6558478987.html,(mill valley),$3350
430,"NewlyRemodeled Home on Sunny Corner Lot, BOSCH APLS, WLK to SCHL, Park",https://sfbay.craigslist.org/nby/apa/d/newlyremodeled-home-on-sunny/6541303761.html,(novato),$3785
431,"Remodeled Home, Bosch APLS on Sunny Corner Lot WLK to SCH, Park, Shops",https://sfbay.craigslist.org/nby/apa/d/remodeled-home-bosch-apls-on/6554981871.html,(novato),$3785
432,"Fully Equipped Fitness Center, Spa, Covered Parking",https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6568707282.html,(santa rosa),$2105
433,"MI-P6D, Santa Rosa 2 Bdrm Apartment, Upstairs Unit, Move In 4/30/2018",https://sfbay.craigslist.org/nby/apa/d/mi-p6d-santa-rosa-2-bdrm/6568706929.html,(santa rosa),$2099
434,"MI-P0B, Upstairs Unit, Santa Rosa, 1 bedroom-1 bath, Move In 4/27/18",https://sfbay.craigslist.org/nby/apa/d/mi-p0b-upstairs-unit-santa/6568704341.html,(santa rosa),$1599
435,"Private Patio or Balcony, Community Tot Lot, Firepit and MORE!",https://sfbay.craigslist.org/nby/apa/d/private-patio-or-balcony/6559276968.html,,$2090
436,Desirable Westside Petaluma,https://sfbay.craigslist.org/nby/apa/d/desirable-westside-petaluma/6552694016.html,(petaluma),$3200
437,Plan Ahead-Available August 1st five bedroom +den and 3 bath,https://sfbay.craigslist.org/nby/apa/d/plan-ahead-available-august/6568692015.html,(rohnert pk / cotati),$3700
438,Beautiful Two Story Home with Upstairs Partial Ridge & Ocean Views!,https://sfbay.craigslist.org/nby/apa/d/beautiful-two-story-home-with/6568691718.html,(west marin),$4500
439,Premier Mill Valley Property for Lease,https://sfbay.craigslist.org/nby/apa/d/premier-mill-valley-property/6568689510.html,(mill valley),$9000
440,Desired Southgate neighborhood of Hamilton - 114 Emerson Ave,https://sfbay.craigslist.org/nby/apa/d/desired-southgate/6568687805.html,(novato),$4500
441,DESIGNER INSPIRED FLOOR PLANS WITH LUSH GARDEN VIEWS,https://sfbay.craigslist.org/nby/apa/d/designer-inspired-floor-plans/6568685048.html,(corte madera),$3170
442,"Newly Renovated Apartment Homes, Dishwasher, Carpeting",https://sfbay.craigslist.org/nby/apa/d/newly-renovated-apartment/6568684082.html,(novato),$2205
443,SPECTACULAR BAY VIEWS,https://sfbay.craigslist.org/nby/apa/d/spectacular-bay-views/6568682489.html,(corte madera),$2867
444,"Granite Countertops, Fully Equipped Fitness Center, Tile Backsplash",https://sfbay.craigslist.org/nby/apa/d/granite-countertops-fully/6566960182.html,(novato),$2205
445,Darling 1/1 Condo in West Petaluma - 116 Acorn Drive,https://sfbay.craigslist.org/nby/apa/d/darling-1-1-condo-in-west/6568681219.html,(petaluma),$1840
446,100-year old farmhouse granny-type 3-room unit--small but charming,https://sfbay.craigslist.org/nby/apa/d/100-year-old-farmhouse-granny/6568677108.html,(sebastopol),$1650
447,Beautiful Home Located in McNear Landing - 1013 Addison Circle,https://sfbay.craigslist.org/nby/apa/d/beautiful-home-located-in/6568676318.html,(petaluma),$2500
448,"Modern Mirrored Wardrobe Doors, Granite Countertops, Carpeting",https://sfbay.craigslist.org/nby/apa/d/modern-mirrored-wardrobe/6568675461.html,(novato),$3020
449,"Newly Renovated Apartment Homes, Online Resident Services, Dishwasher",https://sfbay.craigslist.org/nby/apa/d/newly-renovated-apartment/6568675326.html,(novato),$2210
450,"☀ Petaluma Apartment Living, Warm Firepit, 4 Refreshing Pools",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-living/6566952934.html,,$2429
451,2BR/1BA with private yard,https://sfbay.craigslist.org/nby/apa/d/2br-1ba-with-private-yard/6568673439.html,(mill valley),$2850
452,"Modern Tile Backsplash, Designer Interior Features, Faux Wood Flooring",https://sfbay.craigslist.org/nby/apa/d/modern-tile-backsplash/6566975984.html,,$2495
453,Calistoga Country Vineyard Estate 7.5 acres Exceptional Ranch Home,https://sfbay.craigslist.org/nby/apa/d/calistoga-country-vineyard/6565698056.html,(napa county),$11500
454,"Updated 2BR/1BA, ground level entrance, dedicated off-street parking",https://sfbay.craigslist.org/nby/apa/d/updated-2br-1ba-ground-level/6562288354.html,(mill valley),$2550
455,Amazing Price On This Spacious Two-Bedroom Unit!$99 Deposit,https://sfbay.craigslist.org/nby/apa/d/amazing-price-on-this/6568663201.html,(napa county),$2485
456,"Shimmering Pool and Spa, Barbecue Areas Throughout, Pet Friendly",https://sfbay.craigslist.org/nby/apa/d/shimmering-pool-and-spa/6568661219.html,(santa rosa),$2449
457,Trailer for rent,https://sfbay.craigslist.org/nby/apa/d/trailer-for-rent/6568660533.html,(petaluma),$1500
458,Nice 3/2 Westridge Home - 115 Westridge Drive,https://sfbay.craigslist.org/nby/apa/d/nice-3-2-westridge-home-115/6568654234.html,(petaluma),$3000
459,"Enjoy Space, Flexibility, & Beauty at Home!",https://sfbay.craigslist.org/nby/apa/d/enjoy-space-flexibility/6568651925.html,(petaluma),$2386
460,**Rarely Available Nice Sunny Unit in Duplex with 2 Nice Full Baths!**,https://sfbay.craigslist.org/nby/apa/d/rarely-available-nice-sunny/6566861260.html,(corte madera),$3075
461,"""1BD/1BTH Special $500 off 1st Month Rent *open Today 11am -4pm*"" (apt",https://sfbay.craigslist.org/nby/apa/d/1bd-1bth-special-500-off-1st/6568646536.html,(san rafael),$2313
462,"Faux Wood Flooring, Community Tot Lot, Great Entertaining Space!",https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-community/6554886295.html,,$2325
463,1Bd/1BTH Loft Special $500 off 1st Month Tour Now!!,https://sfbay.craigslist.org/nby/apa/d/1bd-1bth-loft-special-500-off/6568644080.html,(san rafael),$2158
464,*1 MONTH FREE* Large Dog Friendly* Great Location*,https://sfbay.craigslist.org/nby/apa/d/1-month-free-large-dog/6568639242.html,(corte madera),$3295
465,We Accept Dogs Up To 80lbs * Call for Spring Special,https://sfbay.craigslist.org/nby/apa/d/we-accept-dogs-up-to-80lbs/6568638488.html,(corte madera),$3495
466,Ask About Our Move In Specials!,https://sfbay.craigslist.org/nby/apa/d/ask-about-our-move-in-specials/6568637825.html,(corte madera),$3295
467,"Short Term and Corporate Lease Options Available, Night Patrol, Views!",https://sfbay.craigslist.org/nby/apa/d/short-term-and-corporate/6568635792.html,(santa rosa),$2515
468,"Granite Countertops, Online Resident Services, Community BBQ",https://sfbay.craigslist.org/nby/apa/d/granite-countertops-online/6568633056.html,(novato),$2205
469,"High Ceilings, Fully Equipped Fitness Center, Soothing Spa",https://sfbay.craigslist.org/nby/apa/d/high-ceilings-fully-equipped/6566895668.html,(santa rosa),$2500
470,Peaceful 2 bed/2 bath w/Solarium ~ J.Wavro,https://sfbay.craigslist.org/nby/apa/d/peaceful-2-bed-2-bath/6568595074.html,(mill valley),$3995
471,1st level 1x1 in Beautiful Novato,https://sfbay.craigslist.org/nby/apa/d/1st-level-1x1-in-beautiful/6568594474.html,(novato),$2210
472,Remodeled Spacious Unit Close to China Camp San Rafael,https://sfbay.craigslist.org/nby/apa/d/remodeled-spacious-unit-close/6568587188.html,(san rafael),$2050
473,Join Our Wait List for This 1BR/1BA Home @ Azure,https://sfbay.craigslist.org/nby/apa/d/join-our-wait-list-for-this/6568588206.html,(petaluma),$2313
474,JOIN OUR WAITING LIST!,https://sfbay.craigslist.org/nby/apa/d/join-our-waiting-list/6568587384.html,(corte madera),$2225
475,"High Speed Cable and Internet Ready, Crown Molding, Washer/Dryer",https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6566857143.html,(novato),$3030
476,PRIVATE ESTATE ON I+ ACRE WITH SPECTACULAR VIEWS,https://sfbay.craigslist.org/nby/apa/d/private-estate-on-acre-with/6551650169.html,(novato),$6800
477,BRAND NEW HOME WITH BREATHTAKING VIEWS,https://sfbay.craigslist.org/nby/apa/d/brand-new-home-with/6558493135.html,(sausalito),$13500
478,Remodeled Unit in perfect location close to downtown! A must see!,https://sfbay.craigslist.org/nby/apa/d/remodeled-unit-in-perfect/6565536095.html,(novato),$1650
479,Excellent Location!,https://sfbay.craigslist.org/nby/apa/d/excellent-location/6565537153.html,(san rafael),$2550
480,"☺ Great Petaluma Location - Great Apartments, Fireplaces, Dish Washer",https://sfbay.craigslist.org/nby/apa/d/great-petaluma-location-great/6566751019.html,,$2429
481,SONOMA STATE UNIVERSITY CONDO,https://sfbay.craigslist.org/nby/apa/d/sonoma-state-university-condo/6566566678.html,(rohnert pk / cotati),$2500
482,Lakeport Studio Apartment,https://sfbay.craigslist.org/nby/apa/d/lakeport-studio-apartment/6554965163.html,(lake county),$1180
483,ALLURING 2X1.5 BATH MINUTES FROM SF,https://sfbay.craigslist.org/nby/apa/d/alluring-2x15-bath-minutes/6568578450.html,(corte madera),$2867
484,2BD/2BTH Loft in Downtown San Rafael *Open Today 11am- 4pm*,https://sfbay.craigslist.org/nby/apa/d/2bd-2bth-loft-in-downtown-san/6568568434.html,(san rafael),$2795
485,"Sweet Parksetting 4Bedrooms  Hillside Home $ 4,250.00",https://sfbay.craigslist.org/nby/apa/d/sweet-parksetting-4bedrooms/6568565510.html,(sausalito),$42500
486,Organic gardeners-caretakers work in exchange for private residence!,https://sfbay.craigslist.org/nby/apa/d/organic-gardeners-caretakers/6568560992.html,(healdsburg / windsor),
487,"Package Concierge, Public Parks Nearby, Pool Side Community BBQ",https://sfbay.craigslist.org/nby/apa/d/package-concierge-public/6568560342.html,,$2880
488,"Central Heat and Air Conditioning, Inviting Clubhouse, Spacious Pantry",https://sfbay.craigslist.org/nby/apa/d/central-heat-and-air/6568559324.html,,$2495
489,"Tile Backsplash, Tear Drop Lighting, Scenic View",https://sfbay.craigslist.org/nby/apa/d/tile-backsplash-tear-drop/6568558628.html,(santa rosa),$2435
490,"Full-Size Washer & Dryer, Fully Renovated Apartments, Crown Molding",https://sfbay.craigslist.org/nby/apa/d/full-size-washer-dryer-fully/6568558287.html,,$2375
491,"High Speed Cable and Internet Ready, Electric Fireplaces, Soothing Spa",https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6568557347.html,,$2020
492,Prime Cascade Canyons - One Bedroom In-law Studio,https://sfbay.craigslist.org/nby/apa/d/prime-cascade-canyons-one/6556098705.html,(mill valley),$2150
493,Large 4 Bedroom In NW SR Near Sutter Med. Ctr.,https://sfbay.craigslist.org/nby/apa/d/large-4-bedroom-in-nw-sr-near/6566091116.html,(santa rosa),$3450
494,Large 1 Bedroom Near Sutter Med Ctr,https://sfbay.craigslist.org/nby/apa/d/large-1-bedroom-near-sutter/6566087908.html,(santa rosa),$1695
495,"High Speed Cable and Internet Ready, Public Parks Nearby, Soothing Spa",https://sfbay.craigslist.org/nby/apa/d/high-speed-cable-and-internet/6565861135.html,(santa rosa),$3040
496,"Assigned Garage (Attached and Detached), Crown Molding, Carpeting",https://sfbay.craigslist.org/nby/apa/d/assigned-garage-attached-and/6568547341.html,(novato),$2205
497,This is A Home Your Dog Will Wag Their Tail Too! Come Check It Out!,https://sfbay.craigslist.org/nby/apa/d/this-is-home-your-dog-will/6568544631.html,(santa rosa),$2796
498,2x1.5 COME ENJOY THE POOL,https://sfbay.craigslist.org/nby/apa/d/2x15-come-enjoy-the-pool/6550802439.html,(sonoma),$2275
499,"Coffee Bar with Espresso Machine, Upgraded Lighting, 2.5 Acre Park",https://sfbay.craigslist.org/nby/apa/d/coffee-bar-with-espresso/6568536454.html,(santa rosa),$2886
500,4BR/2.5Bath East Petaluma Quiet Cul-de-Sac,https://sfbay.craigslist.org/nby/apa/d/4br-25bath-east-petaluma/6568533418.html,(petaluma),$3750
501,"Spacious, Open Floor Plans, Breakfast Bar, Guest Parking!",https://sfbay.craigslist.org/nby/apa/d/spacious-open-floor-plans/6560008104.html,,$2095
502,"☆ Petaluma apartment for rent, Dog Park & Washing Center, Play Area",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-for-rent/6566792825.html,,$2429
503,2bd/2ba -RESORT AMENITIES!!- **Hardwood Floors** Pets OK!,https://sfbay.craigslist.org/nby/apa/d/2bd-2ba-resort-amenities/6568515608.html,(tiburon / belvedere),$3929
504,700ft2 - 1Bd/1Ba **RESORT AMENITIES** Fireplace - Vaulted Ceilings**,https://sfbay.craigslist.org/nby/apa/d/700ft2-1bd-1ba-resort/6565979532.html,(tiburon / belvedere),$3322
505,Views and Location- 4bdrm/2bath Top Floor Escape,https://sfbay.craigslist.org/nby/apa/d/views-and-location-4bdrm/6568502662.html,(tiburon / belvedere),$6495
506,$2150 Beautiful Remodeled Townhome w/ In-home W&D in JC Neighborhood!,https://sfbay.craigslist.org/nby/apa/d/2150-beautiful-remodeled/6562609562.html,(santa rosa),$2150
507,$2150 Beautiful NEWLY REMODELED TOWNHOME Ready Soon!!!,https://sfbay.craigslist.org/nby/apa/d/2150-beautiful-newly/6565245467.html,(santa rosa),$2150
508,"Carpeting, Designer Interior Features, Package Concierge",https://sfbay.craigslist.org/nby/apa/d/carpeting-designer-interior/6566054741.html,,$2370
509,3BR/3BA Single Family Home in desirable H-Section,https://sfbay.craigslist.org/nby/apa/d/3br-3ba-single-family-home-in/6564293994.html,(rohnert pk / cotati),$3100
510,"Have a HUD/ Sec 8 voucher? SFH, 2 living areas, quiet neighborhood",https://sfbay.craigslist.org/nby/apa/d/have-hud-sec-8-voucher-sfh-2/6568489419.html,(Sonoma County),$111111111
511,Newly Renovated*Condo Quality Finishes* Park-like Setting*,https://sfbay.craigslist.org/nby/apa/d/newly-renovatedcondo-quality/6568471143.html,(corte madera),$3205
